"Unique ID";"Name";"Nation";"Division";"Rep";"Av Age";"Balance";"Trn Budget S";"Trn Budget R";"Wage Budget";"Status";"TF";"YF";"JC";"Stad Cap";"Av Att";"Rating";"Pot Rating"
"19.137.714";"Jaraguá (GO)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"6";"4.000";"1.446";"0,0%";"0,0%"
"19.165.192";"Jaraguá (SC)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"450";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"3";"6.000";"200";"0,0%";"0,0%"
"19.014.083";"Jaruense";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"8";"4";"5";"4.000";"221";"0,0%";"0,0%"
"301.367";"Jataiense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.650";"30,9";"10";"0";"0";"0";"Professional";"4";"3";"6";"17.000";"1.200";"63,6%";"65,5%"
"2.000.053.712";"JC";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"2.710";"200";"0,0%";"0,0%"
"19.044.051";"Jequiá";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"314.206";"Jequié";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.600";"28,9";"0";"0";"0";"0";"Professional";"3";"2";"3";"10.000";"1.100";"62,2%";"65,0%"
"301.292";"Ji-Paraná";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.100";"30,0";"0";"0";"0";"0";"Professional";"6";"3";"6";"5.000";"2.500";"5,8%";"6,1%"
"301.310";"Joinville";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.500";"27,5";"0";"0";"0";"0";"Professional";"10";"7";"7";"22.000";"3.785";"64,6%";"68,5%"
"19.106.016";"José Bonifácio";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"400";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"4";"8.000";"300";"0,0%";"0,0%"
"319.623";"Joseense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"36,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"5.000";"900";"6,0%";"6,0%"
"19.079.916";"Juazeirense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"3.200";"31,4";"0";"0";"0";"0";"Professional";"3";"3";"5";"5.018";"745";"62,7%";"64,4%"
"301.125";"Juazeiro (BA)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"10";"8";"6";"5.018";"2.000";"0,0%";"0,0%"
"301.133";"Juazeiro (CE)";"Brazil";"Eerste klasse A";"350";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"4";"17.000";"750";"0,0%";"0,0%"
"19.007.775";"Junior Team";"Brazil";"Eerste klasse A";"450";"0,0";"0";"0";"0";"0";"Professional";"12";"9";"7";"1.818";"640";"0,0%";"0,0%"
"327";"Juventude";"Brazil";"Brasileirão Série B Betano";"5.950";"26,7";"1.286.180";"965.230";"965.230";"77.140";"Professional";"11";"10";"9";"19.924";"3.959";"72,1%";"74,7%"
"301.173";"Juventude (MT)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"8";"4";"6";"5.000";"1.300";"0,0%";"0,0%"
"19.006.291";"Juventude Samas";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"900";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"3";"2.000";"356";"0,0%";"0,0%"
"313.244";"Juventus (AC)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"7";"6";"5";"13.700";"1.000";"0,0%";"0,0%"
"313.517";"Juventus (AP)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"19.138.869";"Juventus (RJ)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"500";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"3.000";"100";"0,0%";"0,0%"
"107.218";"Juventus (SP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.150";"26,7";"0";"0";"0";"0";"Professional";"10";"10";"6";"4.000";"2.000";"64,8%";"69,0%"
"312.326";"Juventus Jaraguá";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.300";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"4";"10.000";"450";"0,0%";"0,0%"
"19.015.030";"Juventus Minasnovense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"3";"5.000";"236";"0,0%";"0,0%"
"19.059.605";"JV Lideral";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"350";"0,0";"0";"0";"0";"0";"Professional";"8";"6";"5";"10.000";"130";"0,0%";"0,0%"
"313.773";"Kaburé";"Brazil";"Eerste klasse A";"500";"0,0";"0";"0";"0";"0";"Professional";"5";"2";"4";"8.000";"1.100";"0,0%";"0,0%"
"309.622";"Lagartense";"Brazil";"Eerste klasse A";"400";"0,0";"0";"0";"0";"0";"Professional";"4";"3";"3";"8.000";"3.000";"0,0%";"0,0%"
"19.112.334";"Lagarto (SE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.500";"30,9";"0";"0";"0";"0";"Professional";"5";"5";"4";"8.000";"300";"51,9%";"53,9%"
"314.304";"Lagarto EC (SE)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"2.000.210.017";"Laguna (RN)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"750";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"3";"3.000";"250";"0,0%";"0,0%"
"314.911";"Lajeadense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.900";"0,0";"0";"0";"0";"0";"Professional";"4";"3";"3";"7.000";"800";"0,0%";"0,0%"
"19.163.369";"Laranja Mecânica";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.200";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"5";"6.240";"50";"0,0%";"0,0%"
"309.765";"Lauro Müller (SC)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"19.024.262";"Legião";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"4";"5";"5";"72.788";"300";"0,0%";"0,0%"
"19.048.215";"Lemense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.700";"30,0";"0";"0";"0";"0";"Professional";"3";"4";"4";"7.700";"1.000";"33,9%";"35,4%"
"309.759";"Leônico";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"4.000";"2.000";"0,0%";"0,0%"
"2.000.208.897";"Librade";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"4";"5.000";"150";"0,0%";"0,0%"
"314.598";"Limoeiro";"Brazil";"Eerste klasse A";"350";"0,0";"0";"0";"0";"0";"Professional";"7";"7";"5";"5.000";"2.000";"0,0%";"0,0%"
"314.772";"Linense (SP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.000";"22,8";"0";"0";"0";"0";"Professional";"8";"7";"7";"15.000";"850";"59,5%";"67,5%"
"19.005.973";"Linhares";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"8";"3";"5";"5.281";"659";"0,0%";"0,0%"
"301.140";"Linhares EC";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"9.000";"1.400";"0,0%";"0,0%"
"19.021.018";"Linhares FC";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"900.678";"Londrina";"Brazil";"Brasileirão Série B Betano";"5.150";"25,3";"171.600";"0";"0";"12.680";"Professional";"12";"12";"9";"26.000";"2.679";"65,4%";"69,9%"
"19.008.145";"Londrina B";"Brazil";"Eerste klasse A";"500";"0,0";"0";"0";"0";"0";"Professional";"5";"7";"6";"8.000";"653";"0,0%";"0,0%"
"19.259.058";"Lucena (PB)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"5";"2.500";"200";"0,0%";"0,0%"
"313.781";"Luso Brasileiro (MA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"8.832.317";"Luverdense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.000";"30,6";"0";"0";"0";"0";"Professional";"10";"10";"6";"13.000";"1.000";"63,1%";"65,0%"
"313.267";"Luziânia";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.100";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"6";"14.000";"1.000";"0,0%";"0,0%"
"19.152.070";"Luziânia EC";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"311.971";"Macaé";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.500";"0,0";"0";"0";"0";"0";"Professional";"6";"7";"6";"15.000";"404";"0,0%";"0,0%"
"313.258";"Macapá";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"5";"2";"6";"13.680";"2.000";"0,0%";"0,0%"
"19.339.654";"Maceió";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"19.045.385";"Mackenzie (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"312.293";"Mackenzie (SP)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"107.220";"Madureira";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"3.650";"25,7";"0";"0";"0";"0";"Professional";"10";"8";"8";"5.014";"900";"65,3%";"70,6%"
"19.045.495";"Magé Brescia";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"450";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"5";"7.000";"200";"0,0%";"0,0%"
"19.364.905";"Mageense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"5";"4";"4";"4.000";"100";"0,0%";"0,0%"
"313.578";"Maguari (CE)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"2.000.099.931";"Maguary (PE)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.200";"25,0";"0";"0";"0";"0";"Professional";"4";"4";"5";"5.000";"200";"63,5%";"69,7%"
"301.194";"Mamoré";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.250";"0,0";"0";"0";"0";"0";"Professional";"7";"7";"5";"10.000";"1.100";"0,0%";"0,0%"
"2.000.112.366";"Manauara";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.300";"26,9";"0";"0";"0";"0";"Professional";"3";"3";"4";"44.000";"200";"61,6%";"65,0%"
"19.220.160";"Manaus";"Brazil";"Brasileirão Série C";"3.850";"27,6";"133.720";"0";"0";"4.730";"Professional";"6";"6";"5";"11.000";"3.500";"62,1%";"65,3%"
"313.574";"Manaus Athletic Club (AM)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"313.580";"Manaus Sporting (AM)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"2.000.126.338";"Manchester JF";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"450";"0,0";"0";"0";"0";"0";"Professional";"4";"3";"3";"31.863";"200";"0,0%";"0,0%"
"301.237";"Manchete";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"2";"12.000";"1.500";"0,0%";"0,0%"
"312.300";"Mandaguari EC (PR)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"19.005.316";"Mangueira (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"19.157.249";"Manthiqueira";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"800";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"4";"16.095";"200";"0,0%";"0,0%"
"320.388";"Manufatora (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"19.043.091";"Maracanã";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.700";"32,7";"20";"0";"0";"0";"Professional";"3";"3";"4";"3.000";"256";"34,0%";"34,6%"
"314.956";"Maranguape";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.000";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"2";"5.000";"1.000";"0,0%";"0,0%"
"301.171";"Maranhão";"Brazil";"Brasileirão Série D";"2.150";"26,4";"0";"0";"0";"0";"Professional";"9";"6";"5";"11.429";"1.200";"51,2%";"53,3%"
"301.316";"Marcílio Dias";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.450";"27,9";"0";"0";"0";"0";"Professional";"8";"6";"7";"10.000";"1.000";"64,8%";"67,7%"
"19.344.101";"Maricá";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.500";"0,0";"0";"0";"0";"0";"Professional";"6";"7";"5";"2.000";"200";"0,0%";"0,0%"
"311.026";"Marília";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.500";"28,1";"0";"0";"0";"0";"Professional";"10";"8";"6";"15.010";"500";"62,9%";"66,3%"
"19.145.268";"Maringá";"Brazil";"Brasileirão Série D";"3.000";"25,3";"0";"0";"0";"0";"Professional";"3";"3";"4";"16.226";"2.500";"65,0%";"69,5%"
"313.321";"Maruinense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"0,0";"0";"0";"0";"0";"Professional";"4";"2";"2";"5.000";"1.000";"0,0%";"0,0%"
"301.342";"Matonense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.200";"28,7";"0";"0";"0";"0";"Professional";"7";"3";"3";"15.800";"2.000";"16,7%";"17,5%"
"19.354.612";"Mauá";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"5";"8.567";"200";"0,0%";"0,0%"
"318.901";"Mauaense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"4";"3";"5";"8.567";"1.000";"0,0%";"0,0%"
"309.639";"Mazagão";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"5";"4";"5";"13.680";"900";"0,0%";"0,0%"
"311.105";"Mesquita";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"400";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"6.000";"700";"0,0%";"0,0%"
"309.769";"Metropol (SC)";"Brazil";"Eerste klasse A";"300";"0,0";"0";"0";"0";"0";"Amateur";"5";"4";"4";"5.000";"250";"0,0%";"0,0%"
"19.044.043";"Metropolitano (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"319.164";"Metropolitano (SC)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.200";"0,0";"0";"0";"0";"0";"Professional";"6";"4";"7";"6.000";"2.000";"0,0%";"0,0%"
"19.008.390";"Miguel Couto";"Brazil";"Eerste klasse A";"300";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"5";"4.000";"366";"0,0%";"0,0%"
"301.103";"Miguelense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"600";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"2";"5.000";"600";"0,0%";"0,0%"
"314.096";"Militar FC (PI)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"19.191.548";"Minas Boca";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"350";"0,0";"0";"0";"0";"0";"Professional";"7";"5";"6";"18.870";"200";"0,0%";"0,0%"
"320.677";"Minas Gerais";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"2.111.642";"Mineiros";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"8";"6";"6";"7.000";"900";"0,0%";"0,0%"
"314.965";"Miramar (PB)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"450";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"3.500";"700";"0,0%";"0,0%"
"316.775";"Miranorte EC";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"500";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"4.000";"600";"0,0%";"0,0%"
"301.344";"Mirassol";"Brazil";"Brasileirão Série B Betano";"5.250";"27,2";"191.960";"32.170";"32.170";"57.340";"Professional";"13";"12";"11";"15.000";"2.000";"70,6%";"72,7%"
"309.646";"Misto (MS)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"500";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"3";"6.200";"600";"0,0%";"0,0%"
"309.644";"Mixto (MT)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.700";"30,7";"0";"0";"0";"0";"Professional";"6";"6";"7";"4.500";"1.500";"57,0%";"59,3%"
"19.044.041";"Modesto (RJ)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"107.222";"Mogi Mirim";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"10";"7";"7";"19.900";"400";"0,0%";"0,0%"
"2.000.172.789";"Monsoon";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.200";"0,0";"0";"0";"0";"0";"Professional";"8";"8";"7";"3.500";"200";"0,0%";"0,0%"
"309.785";"Monte Alegre";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"318.903";"Monte Azul";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.800";"23,2";"0";"0";"0";"0";"Professional";"5";"4";"5";"13.000";"900";"61,9%";"67,7%"
"2.112.178";"Monte Cristo";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"400";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"4.380";"600";"0,0%";"0,0%"
"2.000.326.401";"Monte Roraima";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"300";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"2";"5.000";"100";"0,0%";"0,0%"
"316.792";"Montes Claros";"Brazil";"Eerste klasse A";"400";"0,0";"0";"0";"0";"0";"Professional";"5";"2";"4";"5.000";"800";"0,0%";"0,0%"
"313.239";"Moreninhas";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"2";"2";"2";"4.500";"700";"0,0%";"0,0%"
"19.052.094";"Morrinhos";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.700";"28,0";"0";"0";"0";"0";"Professional";"4";"2";"4";"5.040";"250";"51,1%";"54,1%"
"313.368";"Mossoró";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"4";"5.000";"900";"0,0%";"0,0%"
"301.172";"Moto Club";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"2.800";"31,0";"0";"0";"0";"0";"Professional";"7";"7";"7";"40.149";"2.392";"63,5%";"65,3%"
"314.618";"Moto Clube (RO)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"5";"3";"6";"5.000";"340";"0,0%";"0,0%"
"314.330";"Muniz Freire";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"4";"5";"3";"5.000";"1.000";"0,0%";"0,0%"
"309.358";"Murici";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.900";"29,6";"0";"0";"0";"0";"Professional";"3";"4";"5";"5.000";"970";"57,5%";"58,9%"
"19.391.070";"Nação Araquari";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.400";"28,0";"0";"0";"0";"0";"Professional";"5";"6";"6";"22.000";"200";"39,7%";"41,9%"
"301.108";"Nacional (AM)";"Brazil";"Brasileirão Série D";"2.250";"29,0";"0";"0";"0";"0";"Professional";"7";"8";"7";"11.000";"1.567";"39,7%";"41,5%"
"314.691";"Nacional (PA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"314.602";"Nacional (PR)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.100";"0,0";"0";"0";"0";"0";"Professional";"4";"3";"5";"1.818";"446";"0,0%";"0,0%"
"19.005.344";"Nacional (RS)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"3";"2";"1";"0";"250";"0,0%";"0,0%"
"304.422";"Nacional (SP)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.400";"22,0";"0";"0";"0";"0";"Professional";"7";"7";"7";"10.800";"1.200";"5,8%";"6,5%"
"2.111.651";"Nacional de Cabedelo";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Amateur";"4";"2";"3";"1.000";"700";"0,0%";"0,0%"
"19.223.319";"Nacional de Muriaé";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.400";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"5";"15.000";"400";"0,0%";"0,0%"
"313.293";"Nacional de Patos";"Brazil";"Brasileirão Série D";"1.550";"29,3";"0";"0";"0";"0";"Professional";"8";"6";"6";"11.000";"1.500";"61,5%";"62,9%"
"310.899";"Nacional de Uberaba";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"2";"13.060";"1.500";"0,0%";"0,0%"
"19.140.788";"Nacional Esporte";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"6";"6";"4";"18.870";"300";"0,0%";"0,0%"
"19.058.116";"Nauás";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"900";"0,0";"0";"0";"0";"0";"Professional";"3";"5";"5";"6.000";"350";"0,0%";"0,0%"
"328";"Náutico";"Brazil";"Brasileirão Série C";"5.100";"27,3";"13.640";"8.040";"8.040";"33.060";"Professional";"14";"12";"9";"22.856";"7.421";"68,2%";"72,2%"
"2.000.199.992";"Náutico (MS)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"950";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"3";"3.000";"100";"0,0%";"0,0%"
"309.143";"Náutico (RR)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.050";"0,0";"0";"0";"0";"0";"Professional";"6";"4";"5";"3.750";"900";"0,0%";"0,0%"
"19.020.252";"Navegantes";"Brazil";"Eerste klasse A";"650";"0,0";"0";"0";"0";"0";"Professional";"3";"4";"5";"3.000";"50";"0,0%";"0,0%"
"314.718";"Naviraiense";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"900";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"4.000";"760";"0,0%";"0,0%"
"19.342.416";"NC/Paraíso";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"700";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"5";"4.000";"200";"0,0%";"0,0%"
"303.612";"Noroeste";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.900";"30,1";"0";"0";"0";"0";"Professional";"10";"8";"7";"15.420";"3.479";"64,4%";"67,2%"
"314.690";"Norte Clube (PA)";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"1";"1";"1";"0";"250";"0,0%";"0,0%"
"2.000.194.009";"North (MG)";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.200";"0,0";"0";"0";"0";"0";"Professional";"5";"3";"4";"5.000";"100";"0,0%";"0,0%"
"311.115";"Nova Cidade";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"850";"0,0";"0";"0";"0";"0";"Professional";"3";"2";"3";"5.000";"500";"0,0%";"0,0%"
"19.343.086";"Nova Friburgo";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Professional";"4";"5";"4";"2.000";"200";"0,0%";"0,0%"
"311.107";"Nova Iguaçu";"Brazil";"Brasileirão Série D";"3.650";"26,1";"0";"0";"0";"0";"Professional";"12";"12";"10";"4.000";"500";"62,4%";"67,2%"
"19.390.290";"Nova Mutum";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.700";"29,8";"0";"0";"0";"0";"Professional";"5";"5";"4";"1.200";"450";"23,2%";"23,8%"
"19.168.822";"Nova Prata";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"400";"0,0";"0";"0";"0";"0";"Professional";"4";"4";"3";"3.000";"200";"0,0%";"0,0%"
"19.108.449";"Nova Russas";"Brazil";"Eerste klasse A";"350";"0,0";"0";"0";"0";"0";"Professional";"3";"3";"2";"3.000";"300";"0,0%";"0,0%"
"19.066.399";"Nova Rússia";"Brazil";"Eerste klasse A";"1";"0,0";"0";"0";"0";"0";"Semi-Professional";"2";"1";"1";"0";"250";"0,0%";"0,0%"
"2.000.106.913";"Nova Venecia";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.550";"27,4";"0";"0";"0";"0";"Professional";"7";"7";"7";"3.000";"200";"28,7%";"30,2%"
"19.185.286";"Novo";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"1.050";"32,5";"0";"0";"0";"0";"Professional";"5";"5";"6";"4.500";"300";"34,1%";"35,2%"
"19.221.348";"Novo Esporte";"Brazil";"Clubes Sem Divisão Nacional/Fora da Série D";"550";"0,0";"0";"0";"0";"0";"Professional";"5";"5";"6";"24.500";"200";"0,0%";"0,0%"
